Rk,Player,Age,Team,Lg,PA,Rbat,Rbaser,Rdp,Rfield,Rpos,RAA,WAA,Rrep,RAR,WAR,waaWL%,162WL%,oWAR,dWAR,oRAR,Pos,Awards,Player-additional
400,Tyler Alexander,30,CHW,AL,1,0,0,0,0,0,0,0.0,0,0,0.0,0.487,0.500,0.0,0.0,0,1,,alexaty01
401,Elvis Alvarado,26,ATH,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,0.500,0.500,0.0,0.0,0,1,,alvarel01
402,Tim Anderson,32,LAA,AL,90,-7,0,0,2,1,-3,-0.3,3,0,0.0,0.489,0.498,-0.3,0.4,-2,46/H,,anderti01
403,Shawn Armstrong,34,TEX,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,0.500,0.500,0.0,0.0,0,1,,armstsh01
404,Luinder Avila,23,KCR,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,0.500,0.500,0.0,0.0,0,1,,avilalu02
405,José Azócar,29,2TM,NL,21,-1,0,0,0,0,-1,-0.1,1,0,0.0,0.494,0.500,0.0,0.0,0,/H978D,,azocajo01
405,José Azócar,29,NYM,NL,20,0,0,0,0,0,-1,-0.1,1,0,0.0,0.495,0.500,0.0,0.0,0,/H789,,azocajo01
405,José Azócar,29,ATL,NL,1,0,0,0,0,0,0,0.0,0,0,0.0,0.483,0.500,0.0,0.0,0,/H9D,,azocajo01
406,Kyle Backhus*,27,ARI,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,0.500,0.500,0.0,0.0,0,1,,backhky01
407,Bryan Baker,30,BAL,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,0.500,0.500,0.0,0.0,0,1,,bakerbr01
408,Anthony Banda*,31,LAD,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,0.500,0.500,0.0,0.0,0,1,,bandaan01
409,David Bañuelos,28,BAL,AL,2,0,0,0,0,0,0,0.0,0,0,0.0,0.499,0.500,0.0,0.0,0,/DH,,banueda01
410,Tucker Barnhart*,34,TEX,AL,15,0,0,0,0,0,0,0.0,1,0,0.0,0.496,0.500,0.0,0.0,0,/21,,barnhtu01
411,Félix Bautista,30,BAL,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,0.500,0.500,0.0,0.0,0,1,,bautife01
412,Warming Bernabel,23,COL,NL,146,-3,-1,0,1,-2,-4,-0.5,5,1,0.0,0.489,0.497,-0.1,-0.1,0,3/5DH,,bernawa01
413,Brennan Bernardino*,33,BOS,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,0.500,0.500,0.0,0.0,0,1,,bernabr01
414,Jake Bird,29,COL,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,0.500,0.500,0.0,0.0,0,1,,birdja01
415,Hayden Birdsong,23,SFG,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,0.500,0.500,0.0,0.0,0,1,,birdsha01
416,Dairon Blanco,32,KCR,AL,8,0,-1,0,0,0,0,0.0,0,0,0.0,0.495,0.500,0.0,0.0,0,/H78,,blancda02
417,Matt Bowman,34,BAL,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,0.500,0.500,0.0,0.0,0,1,,bowmama01
418,Rob Brantly*,35,MIA,NL,7,0,0,0,-1,0,-1,-0.1,0,0,0.0,0.482,0.500,0.1,-0.1,1,/2,,brantro01
419,John Brebbia*,35,DET,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,0.500,0.500,0.0,0.0,0,1,,brebbjo01
420,Yennier Cano,31,BAL,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,0.500,0.500,0.0,0.0,0,1,,canoye01
421,José Castillo*,29,SEA,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,0.500,0.500,0.0,0.0,0,/1,,castijo03
422,Cade Cavalli,26,WSN,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,0.500,0.500,0.0,0.0,0,1,,cavalca01
423,Aroldis Chapman*,37,BOS,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,0.500,0.500,0.0,0.0,0,1,ASCYA-7MVP-18,chapmar01
424,Tsung-Che Cheng*,23,PIT,NL,7,-1,0,0,1,0,0,0.0,0,0,0.0,0.486,0.500,-0.1,0.1,-1,/64,,chengts01
425,Angel Chivilli,22,COL,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,0.500,0.500,0.0,0.0,0,1,,chivian01
426,Taylor Clarke,32,KCR,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,0.500,0.500,0.0,0.0,0,1,,clarkta01
427,Emmanuel Clase,27,CLE,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,0.500,0.500,0.0,0.0,0,1,,claseem01
428,Billy Cook,26,PIT,NL,6,0,0,0,0,0,0,0.0,0,0,0.0,0.495,0.500,0.0,0.0,0,/9H38,,cookbi01
429,Kenedy Corona,25,HOU,AL,4,0,0,0,0,0,0,0.0,0,0,0.0,0.500,0.500,0.0,0.0,0,/8H,,coronke01
430,Steven Cruz,26,KCR,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,0.500,0.500,0.0,0.0,0,1,,cruzst01
431,John Curtiss,32,ARI,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,0.500,0.500,0.0,0.0,0,1,,curtijo02
432,Luis Curvelo,24,TEX,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,0.500,0.500,0.0,0.0,0,1,,curvelu01
433,Bobby Dalbec,30,CHW,AL,21,-1,0,0,0,0,-1,-0.1,1,0,0.0,0.490,0.500,0.0,0.0,0,/36H5,,dalbebo01
434,Enyel De Los Santos,29,HOU,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,0.500,0.500,0.0,0.0,0,1,,delosen01
435,Yerry De los Santos,27,NYY,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,0.500,0.500,0.0,0.0,0,1,,delosye01
436,Justin Dean,28,LAD,NL,2,-1,0,0,0,0,0,0.0,0,0,0.0,0.499,0.500,0.0,0.0,0,8/H,,deanju01
437,Edwin Díaz,31,NYM,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,0.500,0.500,0.0,0.0,0,1,AS,diazed04
438,Seranthony Domínguez,30,BAL,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,0.500,0.500,0.0,0.0,0,1,,dominse01
439,Jhoan Duran,27,MIN,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,0.500,0.500,0.0,0.0,0,1,,duranjh01
440,Jerar Encarnación,27,SFG,NL,56,-3,0,0,2,-1,-1,-0.1,2,1,0.0,0.493,0.499,-0.2,0.2,-1,9/H73,,encarje01
441,Dietrich Enns*,34,BAL,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,0.500,0.500,0.0,0.0,0,1,,ennsdi01
442,Lucas Erceg*,30,KCR,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,0.500,0.500,0.0,0.0,0,1,,erceglu01
443,Carlos Estévez,32,KCR,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,0.500,0.500,0.0,0.0,0,1,AS,estevca01
444,Tyler Ferguson,31,ATH,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,0.500,0.500,0.0,0.0,0,1,,ferguty01
445,Jose A. Ferrer*,25,WSN,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,0.500,0.500,0.0,0.0,0,1,,ferrejo01
446,Matt Festa,32,CLE,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,0.500,0.500,0.0,0.0,0,1,,festama01
447,Harry Ford,22,SEA,AL,8,-1,0,0,0,0,0,0.0,0,0,0.0,0.494,0.500,0.0,0.0,0,/2HD,,fordha01
448,Kody Funderburk*,28,MIN,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,0.500,0.500,0.0,0.0,0,1,,fundeko01
449,Brandyn Garcia*,25,ARI,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,0.500,0.500,0.0,0.0,0,1,,garcibr02
450,Jhostynxon García,22,BOS,AL,9,0,0,0,0,0,-1,-0.1,0,0,0.0,0.490,0.500,0.0,0.0,0,/79DH,,garcijh01
451,Robert Garcia,29,TEX,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,0.500,0.500,0.0,0.0,0,1,,garciro04
452,Yimi García,34,TOR,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,0.500,0.500,0.0,0.0,0,1,,garciyi01
453,Josh Hader*,31,HOU,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,0.500,0.500,0.0,0.0,0,1,AS,haderjo01
454,Seth Halvorsen,25,COL,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,0.500,0.500,0.0,0.0,0,1,,halvose01
455,Emerson Hancock,26,SEA,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,0.500,0.500,0.0,0.0,0,1,,hancoem01
456,Ryan Helsley,30,STL,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,0.500,0.500,0.0,0.0,0,1,,helslry01
457,José Herrera#,28,ARI,NL,204,-11,0,0,2,4,-6,-0.6,7,1,0.0,0.489,0.496,-0.2,0.6,-1,2/1,,herrejo04
458,Tim Herrin*,28,CLE,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,0.500,0.500,0.0,0.0,0,1,,herriti01
459,Keston Hiura,28,COL,NL,21,-1,0,0,0,0,-1,-0.1,1,0,0.0,0.489,0.499,0.0,0.0,0,/3,,hiurake01
460,Jeff Hoffman,32,TOR,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,0.500,0.500,0.0,0.0,0,1,,hoffmje02
461,Drey Jameson,27,ARI,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,0.500,0.500,0.0,0.0,0,/1,,jamesdr01
462,Kenley Jansen#,37,LAA,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,0.500,0.500,0.0,0.0,0,1,,janseke01
463,Griffin Jax,30,MIN,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,0.500,0.500,0.0,0.0,0,1,,jaxgr01
464,Greg Jones#,27,CHW,AL,2,-1,0,0,0,0,0,0.0,0,0,0.0,0.495,0.500,0.0,0.0,0,/H9,,jonesgr02
465,Tommy Kahnle,35,DET,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,0.500,0.500,0.0,0.0,0,1,,kahnlto01
466,Kyle Karros,22,COL,NL,156,-8,0,-1,3,1,-5,-0.5,5,0,0.0,0.488,0.497,-0.3,0.4,-3,5/DH,,karroky01
467,Kevin Kelly,27,TBR,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,0.500,0.500,0.0,0.0,0,1,,kellyke02
468,Michael Kelly,32,ATH,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,0.500,0.500,0.0,0.0,0,1,,kellymi03
469,Andrew Kittredge,35,BAL,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,0.500,0.500,0.0,0.0,0,1,,kittran01
470,Jordan Leasure,26,CHW,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,0.500,0.500,0.0,0.0,0,1,,leasujo01
471,Casey Legumina,28,SEA,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,0.500,0.500,0.0,0.0,0,1,,legumca01
472,Jack Leiter,25,TEX,AL,1,0,0,0,0,0,0,0.0,0,0,0.0,0.488,0.500,0.0,0.0,0,1/H,ROY-7,leiteja01
473,Sam Long*,29,KCR,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,0.500,0.500,0.0,0.0,0,1,,longsa01
474,Daniel Lynch IV*,28,KCR,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,0.500,0.500,0.0,0.0,0,1,,lynchda02
475,Luke Maile,34,KCR,AL,54,0,0,0,-2,1,-1,-0.1,2,0,0.0,0.494,0.499,0.2,-0.1,2,2/H1,,mailelu01
476,Joe Mantiply,34,ARI,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,0.500,0.500,0.0,0.0,0,1,,mantijo01
477,Justin Martínez,23,ARI,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,0.500,0.500,0.0,0.0,0,1,,martiju01
478,Phil Maton,32,STL,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,0.500,0.500,0.0,0.0,0,1,,matonph01
479,Tyler Matzek*,34,NYY,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,0.500,0.500,0.0,0.0,0,/1,,matzety01
480,Matt McLain,25,CIN,NL,577,-18,4,0,-8,5,-18,-1.8,20,2,0.0,0.488,0.489,0.9,-0.4,10,*4/6HD,,mclaima01
481,Juan Mejia,24,COL,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,0.500,0.500,0.0,0.0,0,1,,mejiaju01
482,Owen Miller,28,COL,NL,17,-1,0,1,0,0,0,0.0,1,0,0.0,0.498,0.500,0.0,0.0,0,/4H5D,,milleow01
483,Shelby Miller,34,ARI,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,0.500,0.500,0.0,0.0,0,1,,millesh01
484,Hoby Milner*,34,TEX,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,0.500,0.500,0.0,0.0,0,1,,milneho01
485,Garrett Mitchell*,26,MIL,NL,78,-4,0,1,0,1,-3,-0.3,3,0,0.0,0.489,0.498,0.0,0.1,0,8/H,,mitchga01
486,Juan Morillo,26,ARI,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,0.500,0.500,0.0,0.0,0,1,,morilju02
487,Max Muncy,22,ATH,AL,220,-7,0,1,-2,2,-7,-0.7,8,1,0.0,0.489,0.496,0.2,0.0,3,54/6H,,muncyma02
488,Omar Narváez*,33,CHW,AL,10,0,0,0,-1,0,-1,-0.1,0,0,0.0,0.480,0.500,0.1,-0.1,1,/2,,narvaom01
489,Dom Nuñez*,30,CLE,AL,7,-1,0,0,0,0,0,0.0,0,0,0.0,0.483,0.500,0.0,0.0,0,/2,,nunezdo01
490,Shinnosuke Ogasawara*,27,WSN,NL,1,0,0,0,0,0,0,0.0,0,0,0.0,0.488,0.500,0.0,0.0,0,1,,ogasash01
491,Kaleb Ort,33,HOU,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,0.500,0.500,0.0,0.0,0,1,,ortka01
492,Tyler Owens,24,DET,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,0.500,0.500,0.0,0.0,0,/1,,owensty01
493,Richie Palacios*,28,TBR,AL,48,2,0,-1,-3,-1,-2,-0.2,2,0,0.0,0.490,0.499,0.3,-0.4,3,/473DH9,,palacri01
494,Andre Pallante,26,STL,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,0.500,0.500,0.0,0.0,0,1,,pallaan01
495,Cionel Pérez,29,BAL,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,0.500,0.500,0.0,0.0,0,1,,perezci01
496,Konnor Pilkington*,27,WSN,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,0.500,0.500,0.0,0.0,0,1,,pilkiko01
497,Zach Pop,28,SEA,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,0.500,0.500,0.0,0.0,0,/1,,popza01
498,Logan Porter,29,SFG,NL,9,0,0,0,0,0,0,0.0,0,0,0.0,0.495,0.500,0.0,0.0,0,/21,,portelo01
499,PJ Poulin,28,WSN,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,0.500,0.500,0.0,0.0,0,1,,poulipj01
500,A.J. Puk*,30,ARI,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,0.500,0.500,0.0,0.0,0,/1,,pukaj01
501,Colin Rea,34,CHC,NL,1,0,0,0,0,0,0,0.0,0,0,0.0,0.489,0.500,0.0,0.0,0,1,,reaco01
502,Trevor Richards,32,KCR,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,0.500,0.500,0.0,0.0,0,/1,,richatr01
503,Sebastián Rivero,26,LAA,AL,34,-2,0,0,0,1,-1,-0.1,1,0,0.0,0.490,0.499,0.0,0.1,0,2,,riverse01
504,Chuckie Robinson,30,LAD,NL,2,-1,0,0,0,0,-1,-0.1,0,0,0.0,0.448,0.500,0.0,0.0,0,/2,,robinch04
505,Brendan Rodgers,28,HOU,AL,128,-5,-1,0,2,1,-4,-0.4,4,1,0.0,0.491,0.498,-0.2,0.3,-1,4/HD,,rodgebr02
506,Trevor Rogers*,27,BAL,AL,2,-1,0,0,0,0,0,0.0,0,0,0.0,0.476,0.500,0.0,0.0,0,1,CYA-9,rogertr01
507,Tyler Rogers,34,SFG,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,0.500,0.500,0.0,0.0,0,1,,rogerty01
508,Eddie Rosario*,33,2TM,NL,8,-1,0,0,1,0,0,0.0,0,0,0.0,0.493,0.500,-0.1,0.1,-1,/DH9,,rosared01
508,Eddie Rosario*,33,LAD,NL,4,0,0,0,0,0,-1,-0.1,0,0,0.0,0.474,0.500,0.0,0.0,0,/D,,rosared01
508,Eddie Rosario*,33,ATL,NL,4,-1,0,0,1,0,0,0.0,0,0,0.0,0.507,0.500,-0.1,0.1,-1,/H9,,rosared01
509,Jackson Rutledge,26,WSN,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,0.500,0.500,0.0,0.0,0,1,,rutleja01
510,Andrew Saalfrank*,27,ARI,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,0.500,0.500,0.0,0.0,0,1,,saalfan01
511,Nick Sandlin,28,TOR,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,0.500,0.500,0.0,0.0,0,1,,sandlni01
512,John Schreiber,31,KCR,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,0.500,0.500,0.0,0.0,0,1,,schrejo01
513,Tanner Scott,30,LAD,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,0.500,0.500,0.0,0.0,0,1,,scottta01
514,Connor Seabold,29,TBR,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,0.500,0.500,0.0,0.0,0,/1,,seaboco01
515,Zack Short,30,HOU,AL,56,-1,-1,0,-1,1,-2,-0.2,2,0,0.0,0.490,0.499,0.1,0.0,1,6/HD,,shortza01
516,Bennett Sousa*,30,HOU,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,0.500,0.500,0.0,0.0,0,1,,sousabe01
517,Ryne Stanek,33,NYM,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,0.500,0.500,0.0,0.0,0,1,,stanery01
518,Michael Stefanic,29,TOR,AL,25,-2,0,0,1,0,-1,-0.1,1,0,0.0,0.488,0.499,-0.1,0.1,-1,/4H16,,stefami01
519,Garrett Stubbs*,32,PHI,NL,1,0,0,0,0,0,0,0.0,0,0,0.0,0.492,0.500,0.0,0.0,0,/DH2,,stubbga01
520,Brett Sullivan*,31,PIT,NL,9,0,0,0,0,0,0,0.0,0,0,0.0,0.493,0.500,0.0,0.0,0,/2,,sullibr01
521,Colby Thomas,24,ATH,AL,132,-1,0,0,-2,-1,-5,-0.5,5,0,0.0,0.490,0.497,0.2,-0.3,2,9H8/7D,,thomaco03
522,Rhylan Thomas*,25,SEA,AL,10,0,0,0,0,0,0,0.0,0,0,0.0,0.492,0.500,0.0,0.0,0,/97,,thomarh01
523,Ryan Thompson,33,ARI,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,0.500,0.500,0.0,0.0,0,1,,thompry02
524,Trent Thornton,31,SEA,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,0.500,0.500,0.0,0.0,0,1,,thorntr01
525,Terrin Vavra*,28,BAL,AL,1,0,0,0,0,0,0,0.0,0,0,0.0,0.472,0.500,0.0,0.0,0,/4H,,vavrate01
526,David Villar,28,SFG,NL,25,0,0,0,0,0,-1,-0.1,1,0,0.0,0.492,0.500,0.0,0.0,0,/3H5D,,villada01
527,Victor Vodnik,25,COL,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,0.500,0.500,0.0,0.0,0,1,,vodnivi01
528,Ryan Walker,29,SFG,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,0.500,0.500,0.0,0.0,0,1,,walkery01
529,Chad Wallach,33,LAA,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,0.501,0.500,0.0,0.0,0,/2,,wallach01
530,Garrett Whitlock,29,BOS,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,0.500,0.500,0.0,0.0,0,1,,whitlga01
531,Bryse Wilson,27,CHW,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,0.500,0.500,0.0,0.0,0,1,,wilsobr02
532,Jesse Winker*,31,NYM,NL,81,-1,0,0,0,-2,-3,-0.3,3,0,0.0,0.490,0.498,0.0,-0.2,0,D/H7,,winkeje01
533,Austin Slater,32,2TM,AL,160,-4,0,0,1,-2,-6,-0.6,5,0,-0.1,0.490,0.499,-0.2,-0.1,-1,79H/D813,,slateau01
533,Austin Slater,32,CHW,AL,135,0,0,-1,1,-2,-2,-0.2,5,3,0.3,0.497,0.499,0.2,-0.1,2,H97/D83,,slateau01
533,Austin Slater,32,NYY,AL,25,-4,0,0,0,0,-4,-0.5,1,-3,-0.4,0.468,0.497,-0.4,-0.1,-3,/79H1,,slateau01
534,Donovan Solano,37,2TM,AL,179,-3,0,-1,0,-2,-6,-0.7,6,0,-0.1,0.491,0.496,-0.1,-0.2,0,3H/45,,solando01
534,Donovan Solano,37,SEA,AL,176,-3,0,-1,0,-2,-6,-0.6,6,0,0.0,0.491,0.496,0.0,-0.2,0,3H/5,,solando01
534,Donovan Solano,37,TEX,AL,3,-1,0,0,0,0,-1,-0.1,0,-1,-0.1,0.462,0.500,-0.1,0.0,-1,/4,,solando01
535,Ryan Vilade,26,2TM,NL,15,-2,0,0,1,0,-2,-0.2,1,-1,-0.1,0.480,0.499,-0.2,0.1,-2,/97HD,,viladry01
535,Ryan Vilade,26,STL,NL,15,-2,0,0,1,0,-2,-0.2,1,-1,-0.1,0.477,0.499,-0.2,0.1,-2,/9H7D,,viladry01
535,Ryan Vilade,26,CIN,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,0.499,0.500,0.0,0.0,0,/7,,viladry01
536,Jordyn Adams,25,BAL,AL,5,-1,0,0,0,0,-1,-0.1,0,-1,-0.1,0.487,0.499,-0.1,0.0,-1,/89H,,adamsjo03
537,Sergio Alcántara#,28,SFG,NL,4,-1,0,0,0,0,-1,-0.1,0,-1,-0.1,0.415,0.499,-0.1,0.0,-1,/56,,alcanse01
538,Luken Baker,28,STL,NL,41,0,0,-1,0,-1,-2,-0.2,1,0,-0.1,0.490,0.499,-0.1,-0.1,0,DH/3,,bakerlu01
539,Jose Barrero,27,STL,NL,31,-3,0,0,0,0,-2,-0.2,1,-1,-0.1,0.490,0.499,-0.1,0.1,-1,/H48695,,garcijo02
540,Owen Caissie*,22,CHC,NL,27,-1,0,0,0,0,-2,-0.2,1,-1,-0.1,0.486,0.499,-0.1,0.0,-1,/9H7D,,caissow01
541,Paul DeJong,31,WSN,NL,208,-6,1,0,-4,2,-8,-0.8,7,-1,-0.1,0.486,0.495,0.3,-0.3,3,546/D3H,,dejonpa01
542,Adrian Del Castillo*,25,ARI,NL,131,-3,0,0,0,-2,-5,-0.5,4,-1,-0.1,0.488,0.497,-0.1,-0.2,-1,DH/2,,delcaad01
543,Blake Dunn,26,CIN,NL,75,-3,-1,0,2,-1,-4,-0.4,3,-1,-0.1,0.488,0.498,-0.3,0.1,-3,97/8HD,,dunnbl01
544,Rafael Flores,24,PIT,NL,17,-1,0,0,-1,0,-2,-0.2,1,-1,-0.1,0.475,0.499,0.0,-0.1,0,/32H,,florera03
545,Justin Foscue,26,TEX,AL,9,-1,0,0,0,0,-2,-0.2,0,-1,-0.1,0.460,0.499,-0.1,0.0,-1,/3DH,,foscuju01
546,Aramis Garcia,32,ARI,NL,4,-1,0,0,0,0,-1,-0.1,0,-1,-0.1,0.447,0.499,-0.1,0.0,-1,/2,,garciar01
547,Mitch Garver,34,SEA,AL,290,-4,-2,-1,-3,0,-10,-1.1,10,-1,-0.1,0.487,0.493,0.2,-0.3,3,2DH,,garvemi01
548,Zack Gelof,25,ATH,AL,101,-6,0,0,1,1,-4,-0.4,3,-1,-0.1,0.485,0.497,-0.2,0.2,-2,4,,gelofza01
549,Robert Hassell III*,23,WSN,NL,206,-9,2,1,-2,0,-8,-0.8,7,-1,-0.1,0.489,0.495,0.1,-0.2,1,89H/7D,,hassero02
550,Jacob Hurtubise*,27,CIN,NL,15,-2,0,0,0,0,-2,-0.2,1,-1,-0.1,0.485,0.499,-0.1,0.0,-1,/H79,,hurtuja01
551,Sandy León#,36,ATL,NL,12,-1,0,0,0,0,-1,-0.1,0,-1,-0.1,0.474,0.499,-0.1,0.0,-1,/2,,leonsa01
552,Manuel Margot,30,DET,AL,20,-1,0,0,0,0,-1,-0.1,1,-1,-0.1,0.480,0.499,-0.1,0.0,0,/9H,,margoma01
553,Michael Massey*,27,KCR,AL,277,-14,-1,0,4,1,-10,-1.0,9,0,-0.1,0.486,0.494,-0.5,0.6,-4,47/HD,,massemi02
554,Nick Maton*,28,CHW,AL,63,-2,0,0,0,-2,-3,-0.4,2,-1,-0.1,0.486,0.498,-0.2,-0.2,-1,D/H3479,,matonni01
555,Mason McCoy,30,SDP,NL,26,-1,0,0,-1,0,-2,-0.2,1,-1,-0.1,0.488,0.499,0.0,-0.1,0,6/H4D,,mccoyma01
556,Billy McKinney*,30,TEX,AL,21,-1,0,0,-1,0,-2,-0.2,1,-1,-0.1,0.471,0.499,0.0,-0.1,0,/97DH,,mckinbi01
557,Dane Myers,29,MIA,NL,333,-12,-2,-1,3,0,-11,-1.2,11,0,-0.1,0.489,0.493,-0.4,0.3,-3,89H7/D,,myersda01
558,Tomás Nido,31,DET,AL,37,0,0,0,-2,1,-2,-0.2,1,-1,-0.1,0.480,0.499,0.1,-0.1,1,2/1,,nidoto01
559,Kevin Pillar,36,TEX,AL,43,-4,1,0,1,0,-2,-0.2,1,0,-0.1,0.490,0.499,-0.2,0.1,-1,/8H9D7,,pillake01
560,Drew Romo#,23,COL,NL,3,-1,0,0,0,0,-1,-0.1,0,-1,-0.1,0.470,0.499,-0.1,0.0,-1,/H2D,,romodr01
561,César Salazar*,29,HOU,AL,16,0,0,0,-1,0,-2,-0.2,1,-1,-0.1,0.486,0.499,0.0,-0.1,0,/2HD1,,salazce01
562,Anthony Seigler*,26,MIL,NL,73,-5,1,0,1,0,-3,-0.3,2,0,-0.1,0.491,0.498,-0.2,0.1,-1,5H/123D,,seiglan01
563,Bob Seymour*,26,TBR,AL,83,-5,0,0,2,-1,-4,-0.4,3,-1,-0.1,0.484,0.497,-0.4,0.1,-3,3/DH,,seymobo01
564,Michael Siani*,25,STL,NL,19,-1,0,0,-1,0,-2,-0.2,1,-1,-0.1,0.491,0.499,0.0,-0.1,0,8/H,,sianimi01
565,Jon Singleton*,33,HOU,AL,9,-2,0,0,0,0,-1,-0.2,0,-1,-0.1,0.448,0.499,-0.1,0.0,-1,/D3H,,singljo02
566,Samad Taylor,26,SEA,AL,9,-2,0,0,0,0,-1,-0.1,0,-1,-0.1,0.468,0.499,-0.1,0.0,-1,/98H,,taylosa04
567,Justin Turner,40,CHC,NL,191,-4,0,0,1,-4,-7,-0.7,7,0,-0.1,0.491,0.496,-0.2,-0.3,-1,3HD5,,turneju01
568,George Valera*,24,CLE,AL,48,0,0,0,-2,-1,-3,-0.3,2,-1,-0.1,0.484,0.498,0.1,-0.3,1,D/9H,,valerge01
569,Donovan Walton*,31,PHI,NL,9,-2,0,0,0,0,-2,-0.2,0,-1,-0.1,0.416,0.499,-0.1,0.0,-1,/4,,waltodo01
570,Willi Castro#,28,2TM,2LG,454,-6,0,-1,-9,-1,-16,-1.6,16,0,-0.2,0.486,0.495,0.8,-1.0,9,4975/86H1,,castrwi01
570,Willi Castro#,28,MIN,AL,344,1,1,0,-9,-1,-8,-0.8,12,4,0.3,0.490,0.495,1.2,-1.0,13,4795/618H,,castrwi01
